ID;Credits;CreditSupplyProportion;AdditionalItem;CreditMultiplier;OpenedBy
1869;298;0.000248;None;Medium;1869
1870;290;0.000241;None;Low;1870
1871;443;0.000369;Trash Basket;Low;1507
1872;297;0.000247;Newspaper;Low;1872
1873;437;0.000364;1st Edition Book;Low;0
1874;296;0.000246;1 Dogecoin;Low;1874
1875;296;0.000246;1 Dogecoin;High;1875
1876;875;0.000729;1 Dogecoin;Medium;1876
1877;589;0.000490;None;Low;1877
1878;584;0.000486;Sandwich;Low;1878
1879;874;0.000728;Knife;Very High;71
1880;294;0.000245;None;Low;0
1881;437;0.000364;Sandwich;Low;0
1882;437;0.000364;Trash Basket;Low;1882
1883;870;0.000725;None;High;1883
1884;586;0.000488;None;Medium;1884
1885;291;0.000242;Cup of Scotch;Low;1885
1886;294;0.000245;Cyber Hamster;Low;1886
1887;298;0.000248;Newspaper;Medium;1887
1888;440;0.000366;None;Low;1888
1889;1456;0.001213;None;Medium;1889
1890;439;0.000365;Sushi Roll;Medium;1890
1891;586;0.000488;None;Medium;0
1892;299;0.000249;None;Medium;1892
1893;873;0.000727;Wooden Cup;Low;1893
1894;296;0.000246;None;Low;641
1895;293;0.000244;None;Medium High;1899
1896;297;0.000247;Newspaper;Medium High;759
1897;294;0.000245;Book;Medium;1897
1898;440;0.000366;Wooden Cup;Low;1898
1899;290;0.000241;None;Medium;1182
1900;874;0.000728;None;Medium;1900
1901;871;0.000725;None;Medium;960
1902;294;0.000245;None;Medium High;1802
1903;292;0.000243;Knife;Medium;1903
1904;299;0.000249;Newspaper;Low;1904
1905;437;0.000364;Sandwich;Low;1905
1906;298;0.000248;Newspaper;Medium;770
1907;292;0.000243;None;Medium;1919
1908;581;0.000484;None;Low;1908
1909;260;0.000216;None;Low;0
1910;876;0.000730;Pocket Knife;Low;1910
1911;297;0.000247;None;Medium;1911
1912;444;0.000370;None;Medium;1912
1913;580;0.000483;None;High;853
1914;294;0.000245;Newspaper;Low;1914
1915;397;0.000330;None;Very High;195
1916;586;0.000488;None;Medium High;1916
1917;292;0.000243;None;Medium;551
1918;437;0.000364;None;Low;0
1919;444;0.000370;Gold Cake;Medium;1973
1920;292;0.000243;None;Low;6
1921;398;0.000331;None;Low;0
1922;444;0.000370;Sandwich;Low;1922
1923;879;0.000732;Cheat Codes;Low;1923
1924;870;0.000725;None;Low;1924
1925;290;0.000241;Sushi Roll;Low;1925
1926;268;0.000223;None;Medium High;0
1927;441;0.000367;Trash Basket;?;1927
1928;588;0.000490;Newspaper;Medium High;1928
1929;298;0.000248;None;Low;1929
1930;877;0.000730;None;Medium;1930
1931;580;0.000483;None;Low;1931
1932;442;0.000368;Wrench;Low;1932
1933;297;0.000247;Knife;High;1933
1934;297;0.000247;None;Medium;1964
1935;878;0.000731;Book;Low;0
1936;293;0.000244;None;Low;1936
1937;299;0.000249;Pocket Knife;Medium;143
1938;297;0.000247;Gold Cake;Low;1983
1939;291;0.000242;Cyber Cat;Very High;1939
1940;298;0.000248;None;Low;1940
1941;297;0.000247;Wrench;Medium;1941
1942;586;0.000488;Newspaper;Medium High;1942
1943;294;0.000245;None;Medium;1943
1944;299;0.000249;None;Low;1101
1945;293;0.000244;Book;Low;1945
1946;290;0.000241;None;Medium;1946
1947;296;0.000246;1 Dogecoin;Medium High;1947
1948;878;0.000731;None;Medium;1948
1949;441;0.000367;None;Low;1949
1950;439;0.000365;Pocket Knife;Medium;1950
1951;399;0.000332;None;Low;0
1952;439;0.000365;None;Low;1952
1953;295;0.000245;None;Medium;0
1954;436;0.000363;None;Low;0
1955;297;0.000247;Wooden Cup;Low;1951
1956;436;0.000363;Book;Medium;389
1957;588;0.000490;Book;Medium;1957
1958;291;0.000242;Knife;Low;1958
1959;299;0.000249;Trash Basket;Low;559
1960;441;0.000367;Book;Low;1960
1961;296;0.000246;None;Low;1961
1962;438;0.000365;None;Low;0
1963;299;0.000249;None;Medium;1963
1964;526;0.000438;None;High;0
1965;294;0.000245;1 Bitcoin;Medium;1965
1966;296;0.000246;None;Medium High;1966
1967;295;0.000245;None;Low;1985
1968;296;0.000246;None;Medium;1968
1969;295;0.000245;None;Low;1653
1970;878;0.000731;None;Low;1970
1971;581;0.000484;None;Low;1971
1972;299;0.000249;1 Dogecoin;Low;264
1973;1450;0.001208;Gold Cake;Low;1974
1974;442;0.000368;None;Low;325
1975;292;0.000243;Sandwich;Low;1975
1976;1453;0.001210;Book;Low;1976
1977;439;0.000365;None;Very High;543
1978;439;0.000365;None;Medium;1978
1979;298;0.000248;Newspaper;Low;1979
1980;876;0.000730;Sandwich;Medium High;1211
1981;290;0.000241;Newspaper;Low;1981
1982;436;0.000363;Cyber Dog;Medium;1982
1983;874;0.000728;Knife;Low;1984
1984;294;0.000245;None;Low;1066
1985;298;0.000248;None;Low;121
1986;436;0.000363;1 Dogecoin;Low;1640
1987;299;0.000249;None;High;1987
1988;443;0.000369;None;Medium;1334
1989;589;0.000490;Knife;Medium;993
1990;291;0.000242;None;Low;1502
1991;297;0.000247;None;Medium;1023
1992;292;0.000243;Nuclear Bomb;Medium High;1024
1993;435;0.000362;Wrench;Medium;1477
1994;581;0.000484;Book;Low;1994
1995;290;0.000241;None;Medium;1995
1996;295;0.000245;Cup of Scotch;Medium High;1996
1997;299;0.000249;None;Low;0
1998;291;0.000242;None;Medium;647
1999;438;0.000365;None;Low;1999
2000;873;0.000727;Book;Low;2000
2001;438;0.000365;None;Low;1969
2002;435;0.000362;None;Medium;139
2003;524;0.000436;None;Low;1967
2004;396;0.000330;Cup of Scotch;Low;0
2005;294;0.000245;Newspaper;Low;1392
2006;588;0.000490;None;Low;583
2007;437;0.000364;None;Medium High;0
2008;442;0.000368;None;Medium;460
2009;291;0.000242;Newspaper;Low;0
2010;585;0.000487;Wrench;High;0
2011;439;0.000365;Gold Cake;High;1021
2012;1454;0.001211;1st Edition Book;Low;1265
2013;437;0.000364;Sushi Roll;Medium;88
2014;294;0.000245;None;Low;1901
2015;293;0.000244;None;Medium;162
2016;527;0.000439;None;Low;1881
2017;442;0.000368;None;Medium;1691
2018;293;0.000244;Cup of Scotch;Low;999
2019;263;0.000219;None;Low;0
2020;298;0.000248;Newspaper;Medium;1394
2021;263;0.000219;None;Low;1371
2022;395;0.000329;None;Medium;571
2023;526;0.000438;None;Low;0
2024;268;0.000223;Trash Basket;Very High;892
2025;267;0.000222;Knife;High;0
2026;260;0.000216;None;Low;0
2027;390;0.000325;Knife;Medium;0
2028;269;0.000224;None;Low;0
2029;399;0.000332;Gold Cake;Low;589
2030;266;0.000221;Trash Basket;Medium;0
2031;267;0.000222;Trash Basket;Low;0
2032;269;0.000224;None;High;0
2033;264;0.000220;1st Edition Book;High;0
2034;267;0.000222;None;Low;1609
2035;265;0.000220;Cup of Scotch;Very High;0
2036;265;0.000220;None;Medium High;0
2037;528;0.000440;None;Medium;0
2038;399;0.000332;None;High;0
2039;397;0.000330;None;Medium;0
2040;1457;0.001214;None;Medium High;0
2041;261;0.000217;None;Low;0
2042;526;0.000438;None;Low;0
2043;266;0.000221;None;Low;0
2044;527;0.000439;Newspaper;Low;0
2045;878;0.000731;Cup of Scotch;Low;1403
2046;444;0.000370;None;Low;15
2047;267;0.000222;Wrench;Medium;0
2048;587;0.000489;None;Very High;220
2049;396;0.000330;Wooden Cup;Low;1290
2050;398;0.000331;Sandwich;Medium;0
2051;397;0.000330;Trash Basket;Medium;905
2052;394;0.000328;1st Edition Book;?;0
2053;265;0.000220;None;Medium High;0
2054;268;0.000223;1 Dogecoin;Low;0
2055;261;0.000217;1st Edition Book;Medium;0
2056;1453;0.001210;Sandwich;?;0
2057;263;0.000219;None;Medium;0
2058;268;0.000223;Knife;Low;0
2059;265;0.000220;Pocket Knife;Medium;0
2060;260;0.000216;None;Low;0
2061;520;0.000433;None;Low;0
2062;521;0.000434;Sandwich;Low;0
2063;394;0.000328;Cyber Cat;Medium;0
2064;269;0.000224;None;Low;1192
2065;269;0.000224;None;Low;0
2066;264;0.000220;Cup of Scotch;Medium;0
2067;396;0.000330;1st Edition Book;Low;0
2068;392;0.000326;None;Medium High;0
2069;261;0.000217;Pocket Knife;High;0
2070;392;0.000326;None;Medium;0
2071;269;0.000224;Cyber Penguin;Low;0
2072;1305;0.001087;None;Medium;1007
2073;264;0.000220;Cyber Hamster;Low;0
2074;261;0.000217;None;Medium;1399
2075;294;0.000245;Wrench;High;1499
2076;262;0.000218;Trash Basket;Low;0
2077;296;0.000246;None;Low;1953
2078;523;0.000435;Sandwich;Medium High;0
2079;1303;0.001085;Book;High;73
2080;521;0.000434;None;Medium High;625
2081;394;0.000328;Cyber Penguin;Low;0
2082;263;0.000219;None;Medium;0
2083;399;0.000332;Wrench;Medium;0
2084;268;0.000223;None;Low;0
2085;294;0.000245;None;Low;953
2086;1450;0.001208;1 Dogecoin;Low;1704
2087;390;0.000325;None;Low;191
2088;264;0.000220;Wrench;Low;142
2089;1309;0.001090;None;Low;643
2090;291;0.000242;None;High;0
2091;788;0.000656;None;Low;1959
2092;263;0.000219;None;Low;0
2093;263;0.000219;Wrench;Low;0
2094;529;0.000440;Book;Medium;1380
2095;524;0.000436;None;Low;0
2096;267;0.000222;None;High;0
2097;267;0.000222;None;High;1585
2098;265;0.000220;Wrench;Low;0
2099;269;0.000224;Nuclear Bomb;Low;0
2100;521;0.000434;Book;Low;0
2101;267;0.000222;Trash Basket;Low;0
2102;527;0.000439;None;High;0
2103;524;0.000436;None;Low;0
2104;525;0.000437;None;Low;0
2105;262;0.000218;None;High;0
2106;269;0.000224;None;Low;0
2107;266;0.000221;Sandwich;Medium;0
2108;267;0.000222;Nuclear Bomb;High;0
2109;261;0.000217;Book;Low;0
2110;524;0.000436;None;Low;1557
2111;870;0.000725;None;Low;983
2112;268;0.000223;Cyber Penguin;Low;0
2113;267;0.000222;Nuclear Bomb;Low;0
2114;1301;0.001084;Cup of Scotch;Low;0
2115;266;0.000221;None;Very High;0
2116;262;0.000218;None;Low;0
2117;391;0.000325;Newspaper;Low;0
2118;520;0.000433;None;Low;0
2119;1309;0.001090;None;High;1649
2120;1456;0.001213;None;Medium;2083
2121;391;0.000325;None;Low;0
2122;787;0.000655;Book;Low;1302
2123;268;0.000223;None;Medium;0
2124;399;0.000332;1 Dogecoin;Low;1170
2125;1301;0.001084;Newspaper;Low;506
2126;265;0.000220;Book;Medium;835
2127;782;0.000651;Wooden Cup;Very High;616
2128;263;0.000219;Cheat Codes;Medium;0
2129;529;0.000440;None;High;1171
2130;520;0.000433;None;Medium High;655
2131;399;0.000332;Wrench;Very High;754
2132;398;0.000331;None;Low;0
2133;265;0.000220;Pocket Knife;Medium;0
2134;264;0.000220;None;Low;0
2135;390;0.000325;None;Low;0
2136;393;0.000327;Trash Basket;Low;0
2137;261;0.000217;None;Medium;0
2138;395;0.000329;None;Medium High;995
2139;392;0.000326;None;Medium;0
2140;265;0.000220;Wooden Cup;Low;0
2141;398;0.000331;None;Low;0
2142;524;0.000436;Nuclear Bomb;Medium;0
2143;263;0.000219;None;Low;0
2144;442;0.000368;None;Low;1934
2145;260;0.000216;Cup of Scotch;High;238
2146;260;0.000216;Book;Low;0
2147;261;0.000217;None;High;1475
2148;527;0.000439;Newspaper;Medium High;0
2149;263;0.000219;Sushi Roll;Low;0
2150;260;0.000216;None;Low;0
2151;261;0.000217;Book;Low;630
2152;520;0.000433;Wooden Cup;Low;0
2153;267;0.000222;Sandwich;Medium;137
2154;266;0.000221;None;Low;0
2155;263;0.000219;None;?;0
2156;290;0.000241;Newspaper;Medium;0
2157;269;0.000224;None;Low;0
2158;262;0.000218;Wooden Cup;Low;0
2159;528;0.000440;Pocket Knife;Low;470
2160;293;0.000244;None;Low;0
2161;260;0.000216;None;Medium;0
2162;262;0.000218;Pocket Knife;High;661
2163;262;0.000218;Trash Basket;Medium;0
2164;392;0.000326;None;Very High;0
2165;267;0.000222;Newspaper;High;0
2166;399;0.000332;Newspaper;Low;0
2167;392;0.000326;Cup of Scotch;Medium;495
2168;781;0.000650;None;Medium;0
2169;264;0.000220;Cheat Codes;High;0
2170;788;0.000656;1 Dogecoin;Low;1547
2171;393;0.000327;Cyber Cat;Low;0
2172;266;0.000221;1 Dogecoin;Low;0
2173;269;0.000224;Pocket Knife;Medium High;0
2174;262;0.000218;Trash Basket;Low;247
2175;264;0.000220;None;Low;0
2176;267;0.000222;Knife;Medium;0
2177;524;0.000436;None;Low;0
2178;262;0.000218;None;Medium;0
2179;398;0.000331;None;Medium;0
2180;269;0.000224;None;Low;0
2181;394;0.000328;Book;Low;0
2182;396;0.000330;Wooden Cup;Very High;1780
2183;293;0.000244;None;Medium;268
2184;398;0.000331;None;High;628
2185;390;0.000325;1st Edition Book;Low;0
2186;443;0.000369;1 Bitcoin;High;0
2187;396;0.000330;Cheat Codes;Low;0
2188;392;0.000326;Book;Very High;0
2189;265;0.000220;None;Medium;1590
2190;1301;0.001084;None;Very High;1426
2191;396;0.000330;None;Low;0
2192;397;0.000330;None;Medium;1575
2193;268;0.000223;None;Low;0
2194;523;0.000435;Gold Cake;Low;0
2195;393;0.000327;None;Low;0
2196;397;0.000330;Wooden Cup;Medium;1596
2197;261;0.000217;Cyber Hamster;Low;0
2198;261;0.000217;Trash Basket;Very High;0
2199;267;0.000222;None;Medium;654
2200;290;0.000241;None;Low;0
2201;263;0.000219;None;Low;0
2202;262;0.000218;Pocket Knife;Low;0
2203;260;0.000216;Gold Cake;Low;0
2204;265;0.000220;Trash Basket;Low;0
2205;266;0.000221;None;Low;0
2206;392;0.000326;Wooden Cup;Medium;0
2207;394;0.000328;None;Low;0
2208;782;0.000651;Knife;Low;1651
2209;264;0.000220;Cyber Hamster;Medium;0
2210;268;0.000223;None;Medium High;0
2211;789;0.000657;Wrench;Low;0
2212;269;0.000224;Cyber Penguin;Medium High;1106
2213;262;0.000218;Wooden Cup;Medium;0
2214;523;0.000435;Cyber Hamster;High;0
2215;266;0.000221;None;Low;1098
2216;398;0.000331;None;Low;0
2217;262;0.000218;Gold Cake;Low;0
2218;262;0.000218;None;Low;0
2219;397;0.000330;Cheat Codes;Medium;0
2220;264;0.000220;None;Medium;1656
2221;268;0.000223;Sandwich;Medium;0
2222;297;0.000247;None;Low;832
2223;1301;0.001084;None;Low;1415
2224;263;0.000219;None;Low;1048
2225;399;0.000332;Newspaper;Low;1073
2226;393;0.000327;None;Low;0
2227;521;0.000434;None;Medium;0
2228;1300;0.001083;None;Medium;166
2229;267;0.000222;None;High;600
2230;266;0.000221;Cup of Scotch;Low;0
2231;260;0.000216;1st Edition Book;Medium;0
2232;786;0.000655;Pocket Knife;Low;947
2233;521;0.000434;Newspaper;Medium High;1124
2234;299;0.000249;Sushi Roll;Low;826
2235;391;0.000325;Sandwich;Medium;0
2236;261;0.000217;None;Medium;0
2237;261;0.000217;None;Low;330
2238;268;0.000223;Cup of Scotch;Low;1855
2239;525;0.000437;None;Medium;769
2240;267;0.000222;Book;Low;0
2241;263;0.000219;None;Low;0
2242;264;0.000220;Trash Basket;Low;0
2243;393;0.000327;None;Low;0
2244;520;0.000433;None;Low;487
2245;266;0.000221;None;Low;0
2246;261;0.000217;Newspaper;Low;1465
2247;263;0.000219;Book;Low;0
2248;265;0.000220;Pocket Knife;High;422
2249;290;0.000241;1 Dogecoin;High;0
2250;293;0.000244;None;Medium;462
2251;584;0.000486;Sandwich;Low;2251
2252;580;0.000483;None;Medium;152
2253;586;0.000488;Knife;Low;2253
2254;580;0.000483;None;Very High;2254
2255;298;0.000248;Sandwich;Very High;1539
2256;396;0.000330;Book;Medium;0
2257;263;0.000219;None;Medium High;3
2258;269;0.000224;None;Medium High;0
2259;265;0.000220;Book;Low;0
2260;265;0.000220;None;Low;0
2261;263;0.000219;Book;Low;0
2262;260;0.000216;None;Low;0
2263;261;0.000217;None;Low;0
2264;1450;0.001208;None;?;0
2265;529;0.000440;None;Low;0
2266;787;0.000655;None;Medium High;0
2267;265;0.000220;None;Medium;0
2268;263;0.000219;Wrench;Medium High;1628
2269;265;0.000220;None;Medium;0
2270;522;0.000435;Cyber Hamster;Medium;0
2271;870;0.000725;Trash Basket;Medium High;303
2272;264;0.000220;Wooden Cup;Medium;762
2273;263;0.000219;Wooden Cup;Medium;1719
2274;265;0.000220;None;Low;1712
2275;523;0.000435;Knife;Low;362
2276;263;0.000219;Cup of Scotch;Medium High;0
2277;526;0.000438;None;Low;1721
2278;265;0.000220;None;Medium High;0
2279;526;0.000438;None;Low;604
2280;261;0.000217;None;High;289
2281;269;0.000224;None;Low;0
2282;267;0.000222;Book;Medium High;0
2283;390;0.000325;Wooden Cup;Low;0
2284;260;0.000216;None;Low;1683
2285;398;0.000331;Wooden Cup;Low;0
2286;267;0.000222;None;High;0
2287;267;0.000222;1st Edition Book;Medium;0
2288;521;0.000434;None;High;1529
2289;262;0.000218;None;Medium;0
2290;263;0.000219;None;Low;0
2291;523;0.000435;None;Low;0
2292;261;0.000217;None;Medium High;45
2293;267;0.000222;Trash Basket;Low;0
2294;529;0.000440;Wooden Cup;Low;0
2295;782;0.000651;None;Low;572
2296;264;0.000220;None;Low;0
2297;269;0.000224;None;Medium High;1636
2298;264;0.000220;Sushi Roll;Low;0
2299;266;0.000221;Trash Basket;Low;0
2300;585;0.000487;None;Medium;2079
2301;268;0.000223;Newspaper;Low;0
2302;395;0.000329;Book;Medium;0
2303;782;0.000651;None;High;1517
2304;780;0.000650;Trash Basket;Low;0
2305;525;0.000437;None;Low;0
2306;522;0.000435;None;Low;1522
2307;263;0.000219;Wrench;Medium;0
2308;264;0.000220;None;Low;1471
2309;528;0.000440;Book;Low;606
2310;268;0.000223;1st Edition Book;Medium;0
2311;435;0.000362;None;Medium High;1955
2312;1308;0.001090;None;Low;0
2313;390;0.000325;Book;Medium;558
2314;397;0.000330;Wooden Cup;Low;0
2315;269;0.000224;None;Low;36
2316;393;0.000327;None;Low;0
2317;262;0.000218;Trash Basket;Medium;674
2318;260;0.000216;Wooden Cup;Medium;0
2319;260;0.000216;None;Medium;0
2320;390;0.000325;Book;Low;0
2321;435;0.000362;Trash Basket;High;58
2322;263;0.000219;None;Low;0
2323;520;0.000433;Sushi Roll;Medium;0
2324;394;0.000328;None;Low;1515
2325;526;0.000438;Book;Medium High;0
2326;788;0.000656;None;Medium;1041
2327;267;0.000222;None;Medium High;0
2328;267;0.000222;Cup of Scotch;Low;0
2329;268;0.000223;Wooden Cup;High;0
2330;268;0.000223;Knife;Medium;0
2331;265;0.000220;Pocket Knife;Low;0
2332;521;0.000434;None;Low;164
2333;260;0.000216;Cheat Codes;Medium;0
2334;528;0.000440;Wrench;Medium High;0
2335;263;0.000219;None;Medium;0
2336;263;0.000219;None;Very High;0
2337;268;0.000223;None;Low;240
2338;524;0.000436;None;Medium High;0
2339;263;0.000219;Pocket Knife;High;1972
2340;266;0.000221;Cyber Dog;Low;0
2341;399;0.000332;Cup of Scotch;Low;0
2342;392;0.000326;None;High;0
2343;262;0.000218;None;Low;0
2344;438;0.000365;Cyber Dog;High;0
2345;263;0.000219;Gold Cake;Low;0
2346;398;0.000331;None;Very High;1489
2347;265;0.000220;Pocket Knife;Low;0
2348;789;0.000657;None;Medium;332
2349;396;0.000330;Cup of Scotch;Low;0
2350;520;0.000433;None;Low;1498
2351;265;0.000220;Cyber Dog;Low;0
2352;781;0.000650;Book;Low;79
2353;265;0.000220;None;Low;0
2354;399;0.000332;None;Low;0
2355;782;0.000651;Pocket Knife;Medium;0
2356;269;0.000224;Trash Basket;High;0
2357;269;0.000224;None;Low;0
2358;268;0.000223;Wrench;Low;0
2359;398;0.000331;None;Low;574
2360;264;0.000220;None;Low;0
2361;392;0.000326;Book;Low;412
2362;263;0.000219;Wrench;Low;1880
2363;269;0.000224;Trash Basket;Low;0
2364;267;0.000222;None;Medium;0
2365;528;0.000440;Cyber Dog;Low;0
2366;397;0.000330;None;Medium High;1444
2367;268;0.000223;None;Low;0
2368;269;0.000224;None;Medium;0
2369;1308;0.001090;Cup of Scotch;Very High;128
2370;269;0.000224;Sandwich;Low;0
2371;298;0.000248;None;Low;0
2372;1301;0.001084;Knife;High;849
2373;392;0.000326;None;Low;0
2374;260;0.000216;None;Medium High;0
2375;267;0.000222;None;Medium;0
2376;294;0.000245;None;Medium;648
2377;786;0.000655;1 Dogecoin;Medium;804
2378;391;0.000325;1 Dogecoin;Low;0
2379;786;0.000655;Trash Basket;Low;0
2380;267;0.000222;Newspaper;Low;0
2381;260;0.000216;Gold Cake;Low;0
2382;262;0.000218;None;Low;0
2383;392;0.000326;1st Edition Book;Low;0
2384;521;0.000434;None;Low;1954
2385;583;0.000485;None;High;699
2386;391;0.000325;Sandwich;Very High;723
2387;261;0.000217;Sandwich;High;0
2388;393;0.000327;Cup of Scotch;High;1296
2389;268;0.000223;Golden Bitcoin Skull of Fate;Medium High;0
2390;783;0.000652;Newspaper;Medium High;0
2391;263;0.000219;None;Low;0
2392;263;0.000219;None;Medium;707
2393;267;0.000222;Book;Medium;1537
2394;262;0.000218;None;High;0
2395;397;0.000330;None;High;510
2396;267;0.000222;None;Low;0
2397;399;0.000332;None;Medium;0
2398;392;0.000326;None;Low;0
2399;260;0.000216;Newspaper;Medium;0
2400;299;0.000249;None;Medium;0
2401;528;0.000440;None;Low;0
2402;263;0.000219;Cup of Scotch;Medium;0
2403;390;0.000325;Sandwich;Medium High;1799
2404;268;0.000223;None;Low;687
2405;398;0.000331;Book;Low;453
2406;261;0.000217;Gold Cake;Low;0
2407;268;0.000223;Sandwich;Low;709
2408;399;0.000332;Wooden Cup;High;0
2409;786;0.000655;None;High;0
2410;262;0.000218;None;Medium High;0
2411;526;0.000438;None;Medium;1818
2412;267;0.000222;Cup of Scotch;Medium High;0
2413;527;0.000439;Knife;High;194
2414;261;0.000217;None;Medium High;928
2415;261;0.000217;None;Very High;0
2416;268;0.000223;None;Medium;0
2417;260;0.000216;Book;Low;0
2418;521;0.000434;Sushi Roll;Low;0
2419;269;0.000224;None;Medium;0
2420;442;0.000368;None;Medium;1459
2421;266;0.000221;Knife;Low;0
2422;523;0.000435;Wrench;Low;0
2423;263;0.000219;None;Very High;0
2424;436;0.000363;Newspaper;Medium;618
2425;391;0.000325;Knife;Low;419
2426;298;0.000248;None;Low;0
2427;528;0.000440;None;High;1660
2428;399;0.000332;Cup of Scotch;Low;0
2429;266;0.000221;Cheat Codes;Low;0
2430;266;0.000221;Sandwich;Low;0
2431;393;0.000327;None;High;0
2432;392;0.000326;Pocket Knife;Low;0
2433;526;0.000438;None;Low;0
2434;267;0.000222;None;Medium High;812
2435;394;0.000328;None;Low;231
2436;585;0.000487;Trash Basket;High;278
2437;394;0.000328;None;Medium High;651
2438;298;0.000248;None;?;803
2439;435;0.000362;Trash Basket;High;586
2440;397;0.000330;None;Medium;0
2441;390;0.000325;Cyber Hamster;Medium High;0
2442;1308;0.001090;Book;Medium;0
2443;261;0.000217;None;High;0
2444;263;0.000219;None;High;125
2445;268;0.000223;Cyber Dog;Low;0
2446;529;0.000440;Wrench;Low;218
2447;260;0.000216;Sushi Roll;Low;0
2448;263;0.000219;None;Low;0
2449;264;0.000220;None;Low;0
2450;521;0.000434;Wooden Cup;Medium;0
2451;263;0.000219;Wrench;Medium;0
2452;391;0.000325;1st Edition Book;Low;0
2453;523;0.000435;Wrench;Medium;1259
2454;396;0.000330;None;Medium;1237
2455;265;0.000220;None;Medium;0
2456;395;0.000329;None;Medium;0
2457;1302;0.001085;Sushi Roll;Medium;1759
2458;269;0.000224;Cyber Hamster;Medium;0
2459;261;0.000217;Cyber Hamster;Medium;698
2460;390;0.000325;None;Low;1997
2461;262;0.000218;1st Edition Book;Medium;1377
2462;265;0.000220;Sushi Roll;Low;950
2463;529;0.000440;Newspaper;Low;0
2464;391;0.000325;Cyber Hamster;Medium;0
2465;390;0.000325;Wooden Cup;Low;0
2466;264;0.000220;Gold Cake;Medium High;0
2467;269;0.000224;None;Low;0
2468;267;0.000222;None;Low;0
2469;261;0.000217;Wooden Cup;Medium;0
2470;264;0.000220;Trash Basket;Low;0
2471;260;0.000216;None;High;0
2472;263;0.000219;Sushi Roll;Medium High;1600
2473;528;0.000440;Wooden Cup;Very High;863
2474;265;0.000220;None;Low;0
2475;265;0.000220;Wrench;Low;0
2476;263;0.000219;Wooden Cup;Low;720
2477;786;0.000655;Newspaper;Low;324
2478;391;0.000325;Trash Basket;Medium;784
2479;392;0.000326;None;High;0
2480;263;0.000219;Book;Low;0
2481;397;0.000330;None;Medium High;0
2482;265;0.000220;Wrench;Medium High;0
2483;269;0.000224;Wrench;Medium;0
2484;397;0.000330;Wrench;Low;0
2485;263;0.000219;1st Edition Book;High;0
2486;263;0.000219;None;Low;0
2487;390;0.000325;None;Low;0
2488;1451;0.001209;Knife;Very High;0
2489;266;0.000221;None;Low;0
2490;529;0.000440;None;?;0
2491;298;0.000248;Cyber Cat;Medium;1093
2492;261;0.000217;Wooden Cup;Low;1992
2493;267;0.000222;Cyber Dog;Medium;0
2494;523;0.000435;None;Low;0
2495;263;0.000219;Trash Basket;Medium;0
2496;581;0.000484;Wrench;Medium High;279
2497;290;0.000241;None;Low;1360
2498;871;0.000725;None;Medium;499
2499;520;0.000433;Cup of Scotch;Low;0